Age,Gender,Height,Weight,BMI,Fat%,Workout_Frequency,Goal,Diet_Type
22.0,0,1.9,81.8,22.7,14.0,6.0,Weight Loss,Low Carb / Low Fat
58.0,1,1.65,,43.5,23.0,6.0,Weight Loss,Low Carb / Low Fat
25.0,1,1.78,55.5,17.5,34.0,5.0,Maintain,Balanced / Plant-Based
25.0,1,1.96,58.6,15.3,21.0,4.0,Weight Loss, Balanced / Plant-Based 
56.0,1,1.69,56.4,19.7,19.0,2.0,Muscle Gain,High Protein
38.0,1,1.97,57.0,14.7,17.0,2.0,Maintain,Balanced / Plant-Based
59.0,0,1.58,77.7,31.1,28.0,1.0,Weight Loss,Low Carb / Low Fat
31.0,0,1.99,84.8,21.4,23.0,3.0,Weight Loss,Balanced / Plant-Based
50.0,0,1.7,76.7,,25.0,4.0,Maintain,Balanced / Plant-Based
50.0,0,1.71,114.7,,10.0,2.0,Muscle Gain,Balanced / Plant-Based
36.0,0,1.54,84.5,35.6,30.0,1.0,Maintain,Balanced / Plant-Based
53.0,0,1.69,53.4,18.7,27.0,5.0,Muscle Gain,High Protein
41.0,0,1.79,87.2,27.2,18.0,6.0,Maintain,Balanced / Plant-Based
27.0,0,1.77,84.5,27.0,25.0,5.0,Maintain,Balanced / Plant-Based
25.0,0,,76.1,,21.0,6.0,Weight Loss,Low Carb / Low Fat
39.0,1,1.79,84.6,26.4,23.0,2.0,Weight Loss,Low Carb / Low Fat
52.0,1,1.74,63.5,21.0,17.0,4.0,Maintain,Balanced / Plant-Based
24.0,0,1.6,57.619692461412214,22.8,21.0,3.0,Muscle Gain,High Protein
29.0,1,1.87,106.8,30.5,15.0,1.0,Weight Loss,Balanced / Plant-Based
32.0,1,1.62,103.8,39.6,13.0,5.0,MUSCLE gain,Balanced / Plant-Based
35.0,0,1.77,91.48814710527762,29.4,15.0,5.0,Maintain,Balanced / Plant-Based
37.0,0,1.52,59.3,25.7,13.0,3.0,Maintain,Balanced / Plant-Based
56.0,1,1.75,61.1,,19.0,5.0,Muscle Gain, Balanced / Plant-Based 
49.0,1,1.51,104.6,45.9,16.0,1.0,Weight Loss,
39.0,0,1.89,93.3,26.1,17.0,2.0,Weight Loss,Low Carb / Low Fat
28.0,0,1.85,81.7,23.9,30.0,3.0,Weight Loss,Balanced / Plant-Based
31.0,1,1.54,106.1,44.7,28.0,1.0,Muscle Gain,Balanced / Plant-Based
39.0,0,1.94,102.1,27.1,18.0,2.0,Maintain,Balanced / Plant-Based
22.0,1,1.58,119.0,47.7,20.0,6.0,Weight Loss,Low Carb / Low Fat
30.0,0,1.59,,44.7,25.0,3.0,Maintain,Balanced / Plant-Based
56.0,1,1.89,80.6,18.0,22.6,5.0,Weight Loss,Low Carb / Low Fat
38.0,1,1.54,72.0,30.4,11.0,6.0,Muscle Gain,High Protein
22.0,0,1.95,78.8,20.7,24.0,6.0,Maintain,Balanced / Plant-Based
51.0,0,1.56,72.1,29.6,30.0,4.0,Maintain,Balanced / Plant-Based
20.0,0,1.85,88.8,25.9,33.0,4.0,Muscle Gain,High Protein
30.0,0,1.7,101.3,12.0,35.1,6.0,Weight Loss,Low Carb / Low Fat
28.0,0,159cm,57.9 kg,22.9,20.0,5.0,Muscle Gain,Balanced / Plant-Based
43.0,0,1.51,,39.3,14.0,4.0,Muscle Gain,High Protein
52.0,0,1.5,105.0,46.7,14.0,1.0,Weight Loss,Balanced / Plant-Based
33.0,0,1.79,100.1,,15.0,6.0,Maintain,Balanced / Plant-Based
33.0,1,1.75,66.0,21.6,19.0,4.0,Maintain,Balanced / Plant-Based
49.0,1,1.6,97.5,38.1,18.0,1.0,Weight Loss,Low Carb / Low Fat
32.0,1,2.0,98.2,24.6,15.0,3.0,Maintain,
26.0,0,1.6,65.1,25.4,13.0,2.0,Muscle Gain,High Protein
24.0,0,1.73,96.5,32.2,29.0,2.0,Weight Loss,
22.0,0,1.59,68.2,27.0,33.0,6.0,Muscle Gain,Balanced / Plant-Based
19.0,1,1.91,51.8,14.2,18.0,4.0,Muscle Gain,High Protein
37.0,0,1.92,92.3,25.0,27.0,5.0,Muscle Gain,High Protein
46.0,1,1.77,88.4,,12.0,1.0,Maintain,Balanced / Plant-Based
38.0,0,1.82,60.3,18.2,17.0,3.0,Maintain,Balanced / Plant-Based
44.0,0,,60.9,21.3,10.0,6.0,Weight Loss,Low Carb / Low Fat
36.0,0,1.95,110.2,29.0,20.0,4.0,Weight Loss,Low Carb / Low Fat
52.0,1,1.91,62.1,17.0,19.0,5.0,Maintain,Balanced / Plant-Based
29.0,0,1.54,57.5,24.2,26.0,4.0,Maintain,Balanced / Plant-Based
57.0,0,1.95,55.5,14.6,22.0,4.0,Maintain,Balanced / Plant-Based
41.0,1,1.72,,34.4,18.0,4.0,Maintain,Balanced / Plant-Based
35.0,0,1.7,95.1,32.9,28.0,1.0,Maintain,Balanced / Plant-Based
54.0,1,1.54,78.8,33.2,32.0,,Weight Loss,Balanced / Plant-Based
52.0,0,1.77,64.1,20.5,31.0,2.0,False,Balanced / Plant / Based
37.0,1,1.98,58.9,15.0,30.0,2.0,,Balanced / Plant-Based
39.0,0,1.89,56.2,15.7,33.0,1.0,Weight Loss,Balanced / Plant-Based
43.0,0,1.62,85.6,32.6,27.0,2.0,Maintain,Balanced / Plant-Based
40.0,1,1.55,85.2,35.5,12.0,2.0,,Balanced / Plant-Based
39.0,1,1.87,58.1,16.6,29.0,3.0,Maintain,Balanced / Plant-Based
44.0,1,1.86,79.1,22.9,34.0,2.0,Muscle Gain,High Protein
48.0,1,1.72,114.9,38.8,26.0,1.0,Maintain,Balanced / Plant-Based
20.0,0,1.64,77.6,,28.0,6.0,Maintain,Balanced / Plant-Based
24.0,0,1.8,-206.4,31.9,13.0,5.0,Maintain,Balanced / Plant-Based
43.0,1,1.61,53.9,20.8,30.0,5.0,Maintain,Balanced / Plant-Based
42.0,0,1.58,104.7,41.9,26.0,5.0,Muscle Gain,Balanced / Plant-Based
26.0,0,1.83,98.2,29.3,20.0,3.0,Maintain, Balanced / Plant-Based 
39.0,0,1.72,110.5,37.4,16.0,3.0,Maintain,Balanced / Plant-Based
34.0,0,1.98,106.1,27.1,25.0,4.0,Weight Loss,Balanced / Plant-Based
40.0,0,1.51,87.9,38.6,20.0,2.0,Weight Loss,Balanced / Plant-Based
43.0,0,1.9,67.9,18.8,12.0,5.0,Maintain,Balanced / Plant-Based
56.0,0,1.86,56.2,16.2,11.0,3.0,Weight Loss,Low Carb / Low Fat
45.0,0,1.92,80.2,21.8,28.0,3.0,Weight Loss,Low Carb / Low Fat
33.0,1,1.65,60.2,22.1,25.0,5.0,Maintain,Balanced / Plant-Based
36.0,0,1.67,114.6,41.1,31.0,6.0,Muscle Gain,High Protein
51.0,1,1.74,118.8,39.2,25.0,5.0,Weight Loss,Low Carb / Low Fat
,0,1.92,79.0,21.4,23.0,6.0,Muscle Gain,High Protein
19.0,1,1.77,71.4,22.8,17.0,2.0,Weight Loss,Low Carb / Low Fat
42.0,1,1.95,83.0,21.8,11.0,4.0,Maintain,Balanced / Plant-Based
42.0,1,1.59,62.0,24.5,17.0,4.0,Maintain,Balanced / Plant-Based
44.0,0,1.96,98.9,25.7,14.0,6.0,Muscle Gain,High Protein
52.0,1,1.86,76.4,22.1,25.0,,Muscle Gain,Balanced / Plant-Based
31.0,0,1.65,106.0,38.9,27.0,1.0,Muscle Gain,Balanced / Plant-Based
42.0,1,1.8,77.7,24.0,17.0,4.0,Weight Loss,Low Carb / Low Fat
59.0,0,1.98,74.4,19.0,28.0,4.0,Muscle Gain,High Protein
25.0,1,1.73,104.5,34.9,32.0,3.0,Muscle Gain,High Protein
54.0,1,1.98,102.3,26.1,30.0,1.0,Maintain,Balanced / Plant-Based
30.0,1,1.72,,39.2,33.0,5.0,Muscle Gain,Balanced / Plant-Based
20.0,1,1.82,67.7,20.4,25.0,6.0,Weight Loss,Low Carb / Low Fat
21.0,0,1.6,80.5,31.4,22.0,5.0,Maintain, Balanced / Plant-Based 
31.0,1,1.67,75.4,27.0,24.0,6.0,Maintain,Balanced / Plant-Based
25.0,0,1.65,67.8,24.9,15.0,5.0,Weight Loss,Low Carb / Low Fat
27.0,0,1.94,,19.5,16.0,4.0,Weight Loss,Low Carb / Low Fat
52.0,0,1.58,-139.4,27.9,20.0,1.0,Maintain,Balanced / Plant-Based
23.0,0,1.58,91.4,36.6,22.0,3.0,Maintain,Balanced / Plant-Based
22.0,1,1.76,75.7,24.4,33.0,6.0,Weight Loss,Low Carb / Low Fat
36.0,1,1.69,75.8,26.5,23.0,5.0,Weight Loss,Low Carb / Low Fat
27.0,1,1.62,112.8,43.0,29.0,1.0,Muscle Gain,HIGH PROTEIN
47.0,0,1.59,98.3,38.9,17.0,3.0,Maintain,Balanced / Plant-Based
30.0,0,1.66,106.2,38.5,24.0,2.0,Maintain,Balanced / Plant-Based
46.0,1,0,81.1,24.5,28.0,4.0,weight_loss,Balanced / Plant-Based
21.0,0,1.97,74.8,19.3,10.0,3.0,Muscle Gain,High Protein
38.0,1,1.69,109.8,38.4,29.0,1.0,Weight Loss,Balanced / Plant-Based
26.0,1,1.59,107.5,42.5,34.0,4.0,Weight Loss,Low Carb / Low Fat
59.0,0,1.83,63.6,19.0,28.0,5.0,Muscle Gain,High Protein
46.0,0,1.64,103.6,38.5,14.0,3.0,Muscle Gain,High Protein
28.0,1,1.88,102.2,28.9,28.0,1.0,Muscle Gain,High Protein
33.0,0,1.54,90.5,38.2,24.0,3.0,Weight Loss,Low Carb / Low Fat
24.0,1,1.67,79.6,28.5,32.0,4.0,Muscle Gain,High Protein
55.0,1,1.64,102.0,163.7,24.0,4.0,Weight Loss,Low Carb / Low Fat
23.0,0,1.91,109.0,29.9,28.0,6.0,Maintain,Balanced / Plant-Based
31.0,1,1.93,70.2,18.8,24.0,3.0,Muscle Gain,Balanced / Plant-Based
57.0,1,1.84,59.0,17.4,18.0,1.0,Muscle Gain,Balanced / Plant-Based
39.0,1,1.69,54.4,19.0,,2.0,Weight Loss,Balanced / Plant-Based
46.0,1,,90.7,32.5,32.0,1.0,Weight Loss,Low Carb / Low Fat
23.0,1,1.65,83.8,30.8,34.0,6.0,Maintain,Balanced / Plant-Based
29.0,1,1.71,52.3,17.9,15.0,1.0,Maintain,Balanced / Plant-Based
23.0,1,1.88,91.0,25.7,13.0,1.0,Muscle Gain,High Protein
35.0,1,1.81,74.4,22.7,21.0,2.0,Maintain,Balanced / Plant-Based
47.0,1,1.54,83.8,35.3,30.0,2.0,Maintain,Balanced / Plant-Based
25.0,1,1.8,53.0,16.4,27.0,3.0,Muscle Gain,High Protein
38.0,1,,57.3,,29.0,4.0,False,Low Carb / Low Fat
18.0,1,1.79,61.4,19.2,24.0,2.0,Muscle Gain,High Protein
36.0,0,1.56,84.8,34.8,14.0,1.0,Maintain,Balanced / Plant-Based
20.0,0,1.56,54.6,22.4,24.0,,Weight Loss,Low Carb / Low Fat
33.0,0,1.72,76.5,25.9,10.0,1.0,Maintain,Balanced / Plant-Based
46.0,1,1.84,98.9,29.2,22.0,6.0,Maintain, Balanced / Plant-Based 
48.0,1,1.62,100.05599452033621,38.1,33.0,1.0,Maintain,Balanced / Plant-Based
26.0,1,1.6,58.9,23.0,21.0,6.0,Muscle Gain,High Protein
35.0,1,1.86,97.6,28.2,13.0,4.0,Muscle Gain,Balanced / Plant-Based
47.0,1,1.84,81.4,24.0,17.0,6.0,Weight Loss,Balanced / Plant-Based
34.0,0,1.53,116.8,49.9,26.0,6.0,Maintain, Balanced / Plant-Based 
42.0,0,1.89,51.6,14.4,26.0,1.0,Maintain,Balanced / Plant-Based
43.0,0,1.9,56.2,15.6,32.0,,Muscle Gain,Balanced / Plant-Based
30.0,0,1.73,88.4,,12.0,2.0,Weight Loss,Low Carb / Low Fat
24.0,0,1.81,79.9,24.4,10.0,5.0,Muscle Gain,High Protein
40.0,0,1.58,50.2,20.1,22.0,6.0,Maintain,Balanced / Plant-Based
30.0,1,1.9,117.4,32.5,27.0,4.0,Maintain,Balanced / Plant-Based
42.0,1,1.64,73.5988849882568,27.6,11.0,2.0,Muscle Gain,Balanced / Plant-Based
22.0,0,1.65,63.4,23.3,31.0,5.0,Muscle Gain,High Protein
21.0,0,1.75,111.9,36.5,14.0,5.0,Maintain,Balanced / Plant-Based
22.0,1,1.77,78,25.1,26.0,4.0,Maintain, Balanced / Plant-Based 
25.0,1,1.59,105.9,41.9,32.0,1.0,Weight Loss,Balanced / Plant-Based
21.0,0,1.95,89.2,23.5,14.0,1.0,Muscle Gain,High Protein
31.0,0,1.63,114.4,43.1,19.0,1.0,Weight Loss,Low Carb / Low Fat
45.0,1,1.75,56.2,18.4,28.0,4.0,Weight Loss,Low Carb / Low Fat
40.0,0,1.72,107.1,36.2,34.0,4.0,Weight Loss,Low Carb / Low Fat
18.0,0,2.0,112.7,28.2,32.0,4.0,Maintain,Balanced / Plant-Based
18.0,0,1.76,91.5,29.5,33.0,2.0,Muscle Gain,High Protein
23.0,1,1.6,61.3,23.9,27.0,1.0,Weight Loss,Low Carb / Low Fat
57.0,1,1.65,53.0,19.5,13.0,4.0,Weight Loss,Low Carb / Low Fat
47.0,1,1.79,73.3,22.9,20.0,6.0,Maintain,Balanced / Plant-Based
38.0,1,1.52,118.3,51.2,11.0,2.0,Weight Loss,Balanced / Plant-Based
19.0,1,2.0,103.5,25.9,31.0,2.0,Maintain,Balanced / Plant-Based
57.0,0,1.58,99.7,39.9,27.0,6.0,False,High Protein
57.0,1,1.94,84.0,22.3,25.0,3.0,UNKNOWN_@@@,??
43.0,0,156cm,106.4 kg,43.7,30.0,2.0,Maintain,Balanced / Plant-Based
25.0,0,1.7,92.3,31.9,34.0,6.0,Muscle Gain,High Protein
27.0,0,1.8,101.0,31.2,22.0,5.0,Maintain,Balanced / Plant-Based
30.0,0,1.59,98.5,167.0,29.0,2.0,Muscle Gain,Balanced / Plant-Based
37.0,1,1.85,74.0,21.6,25.0,4.0,Weight Loss,Low Carb / Low Fat
38.0,0,1.88,109.1,,33.0,6.0,Muscle Gain,High Protein
26.0,1,1.85,116.1,33.9,15.0,3.0,Weight Loss,Low Carb / Low Fat
59.0,1,1.74,118.3,39.1,34.0,5.0,Muscle Gain,High Protein
46.0,1,1.78,83.0,26.2,21.0,6.0,Muscle Gain,High Protein
49.0,0,151cm,116.8 kg,51.2,22.0,6.0,Muscle Gain,High Protein
51.0,0,1.68,62.0,22.0,13.0,4.0,Muscle Gain,Balanced / Plant-Based
23.0,0,1.85,95.5,27.9,24.0,1.0,False,Balanced / Plant-Based
22.0,0,1.78,100.7,31.8,22.0,1.0,MUSCLE gain, LOW CARB / LOW FAT 
24.0,0,1.6,79.5,31.1,22.0,4.0,UNKNOWN_@@@,??
19.0,0,1.82,114.0,34.4,21.0,6.0,Maintain,Balanced / Plant-Based
22.0,0,1.94,69.2,18.4,23.0,2.0,Maintain,Balanced / Plant-Based
36.0,1,1.74,108.3,35.8,27.0,2.0,Weight Loss,Balanced / Plant-Based
23.0,1,1.52,68.9,29.8,21.0,4.0,Muscle Gain,Balanced / Plant-Based
50.0,1,1.8,93.3,28.8,13.0,3.0,,Low Carb / Low Fat
27.0,0,1.82,95.5,28.8,22.0,3.0,Muscle Gain,High Protein
51.0,1,1.69,102.9,36.0,23.0,5.0,Weight Loss,Low Carb / Low Fat
46.0,0,1.85,78.0,22.8,10.0,6.0,Muscle Gain,Balanced / Plant-Based
47.0,0,1.84,,,25.0,2.0,Muscle Gain,High Protein
19.0,0,1.9,77.5,21.5,12.0,5.0,Weight Loss,Low Carb / Low Fat
38.0,0,1.8,59.7,18.4,18.0,2.0,Maintain,Balanced / Plant-Based
28.0,0,1.72,82.8,28.0,22.0,4.0,Maintain,Balanced / Plant-Based
46.0,0,1.9,63.1,17.5,25.0,2.0,Maintain,Balanced / Plant-Based
52.0,1,1.91,91.1,25.0,16.0,1.0,Weight Loss,Low Carb / Low Fat
22.0,0,1.68,96.9,34.3,30.0,6.0,Weight Loss,Low Carb / Low Fat
57.0,0,1.72,98.2,33.2,28.0,2.0,Weight Loss,Low Carb / Low Fat
22.0,0,1.99,57.3,14.5,22.0,2.0,Weight Loss,Low Carb / Low Fat
34.0,1,1.89,105.2,29.5,16.0,1.0,Muscle Gain,High Protein
45.0,1,1.84,61.5,18.2,11.0,3.0,Muscle Gain,Balanced / Plant-Based
21.0,0,1.65,90.1,33.1,26.0,2.0,Muscle Gain,High Protein
37.0,0,1.8,57.1,17.6,26.0,3.0,Maintain,Balanced / Plant-Based
34.0,1,1.91,74.8,20.5,18.0,1.0,Muscle Gain,High Protein
39.0,0,1.69,98.1,34.3,30.0,1.0,Muscle Gain,Balanced / Plant-Based
22.0,1,1.53,105.6,45.1,34.0,4.0,Weight Loss,Low Carb / Low Fat
54.0,1,1.98,63.0,16.1,25.0,3.0,Muscle Gain,High Protein
29.0,1,1.51,63.3,27.8,19.0,1.0,MG,Balanced / Plant-Based
47.0,0,1.68,68.6,24.3,31.0,2.0,Maintain, Balanced / Plant-Based 
19.0,1,1.9,87.6,24.3,25.0,3.0,Weight Loss,Balanced / Plant-Based
38.0,0,1.53,70.2,30.0,17.0,3.0,Muscle Gain,Balanced / Plant-Based
47.0,1,1.88,53.9,15.3,23.0,4.0,Maintain,Balanced / Plant-Based
52.0,0,1.9,116.0,32.1,28.0,1.0,Muscle Gain,Balanced / Plant-Based
41.0,0,1.8,104.1,32.1,23.0,3.0,Maintain,Balanced / Plant-Based
56.0,1,1.83,54.0,16.1,31.0,6.0,Weight Loss,BALANCED / PLANT-BASED
54.0,1,1.81,67.0,20.5,24.0,4.0,Maintain,Balanced / Plant-Based
36.0,1,1.88,69.2,19.6,23.0,1.0,Maintain,Balanced / Plant-Based
53.0,0,1.88,51.4,14.5,33.0,2.0,Maintain,Balanced / Plant-Based
44.0,1,1.82,65.5,19.8,31.0,6.0,Muscle Gain,Balanced / Plant-Based
53.0,1,1.79,112.1,35.0,11.0,3.0,Weight Loss,Low Carb / Low Fat
38.0,0,1.6,85.9,33.6,34.0,,Muscle Gain,Balanced / Plant-Based
57.0,0,1.61,91.4,35.3,20.0,6.0,Maintain,Balanced / Plant-Based
28.0,1,1.83,93.6,27.9,23.0,6.0,Maintain,Balanced / Plant-Based
59.0,1,1.69,67.9,23.8,11.0,6.0,Maintain,Balanced / Plant-Based
30.0,0,1.64,115.6,43.0,23.0,6.0,Maintain,Balanced / Plant-Based
23.0,1,1.92,100.1,27.2,,3.0,Maintain,Balanced / Plant-Based
21.0,0,1.78,91.0,28.7,26.0,6.0,Muscle Gain,High Protein
48.0,1,1.83,88.7,26.5,23.0,1.0,Muscle Gain,High Protein
35.0,0,1.89,50.8,14.2,26.0,6.0,,Balanced / Plant-Based
26.0,0,1.71,112.7,38.5,29.0,3.0,Maintain,Balanced / Plant-Based
22.0,0,1.64,54.6,20.3,17.0,1.0,Muscle Gain,High Protein
18.0,0,1.51,84.0,36.8,19.0,5.0,Muscle Gain,High Protein
35.0,1,1.69,115.7,40.5,26.0,3.0,Weight Loss,Low Carb / Low Fat
52.0,1,1.51,101.7,44.6,20.0,2.0,Maintain,Balanced / Plant-Based
50.0,0,1.84,85.3,25.2,24.0,6.0,Weight Loss,Low Carb / Low Fat
44.0,1,1.79,59.2,18.5,12.0,2.0,Weight Loss,Low Carb / Low Fat
59.0,0,1.8,86.2,26.6,,2.0,Weight Loss,Low Carb / Low Fat
50.0,1,1.61,,42.6,33.0,6.0,Muscle Gain,High Protein
20.0,1,1.78,72.3,,32.0,5.0,Weight Loss,Balanced / Plant-Based
24.0,0,1.81,60.5,18.5,18.0,5.0,Weight Loss,Low Carb / Low Fat
49.0,0,1.97,71.2,18.3,34.0,6.0,WL,Balanced / Plant-Based
49.0,0,1.77,108.0,34.5,29.0,2.0,Weight Loss,Low Carb / Low Fat
51.0,0,1.83,83.3,24.9,12.0,5.0,Muscle Gain,High Protein
44.0,1,1.71,87.5,29.9,28.0,1.0,Muscle Gain,High Protein
35.0,0,1.57,65.0,26.4,25.0,5.0,Maintain,Balanced / Plant-Based
47.0,1,1.77,96.9,30.9,27.0,2.0,Maintain,Balanced / Plant-Based
36.0,0,1.67,64.7,23.2,29.0,1.0,Weight Loss,Low Carb / Low Fat
46.0,0,1.55,115.4,,31.0,6.0,Maintain, Balanced / Plant-Based 
38.0,1,1.88,58.7,16.6,23.0,6.0,Weight Loss,Low Carb / Low Fat
59.0,1,1.64,83.7,31.1,11.0,5.0,Maintain,Balanced / Plant-Based
36.0,0,1.76,51.0,16.5,19.0,6.0,Maintain,Balanced / Plant-Based
39.0,1,1.56,82.0,33.7,29.0,3.0,WL,High Protein
20.0,0,1.73,73.6,24.6,19.0,3.0,Muscle Gain,High Protein
54.0,0,,60.2,20.3,30.0,1.0,Weight Loss,Balanced / Plant-Based
46.0,1,1.72,68.9,23.3,21.0,1.0,Maintain,Balanced / Plant-Based
42.0,1,1.67,64.7,23.2,20.0,5.0,Weight Loss,Balanced / Plant-Based
42.0,1,1.7,81.0,28.0,22.0,3.0,Maintain,Balanced / Plant-Based
41.0,0,1.71,116.1,39.7,33.0,4.0,Muscle Gain,High Protein
41.0,0,1.72,52.8,17.8,34.0,3.0,Muscle Gain,Balanced / Plant-Based
,0,1.76,80.2,25.9,23.0,3.0,Weight Loss, Low Carb / Low Fat 
27.0,1,,106.4,31.8,29.0,6.0,Weight Loss,Low Carb / Low Fat
21.0,0,1.63,97.9,36.8,27.0,6.0,Muscle Gain,High Protein
47.0,1,1.86,91.6,26.5,32.0,6.0,Weight Loss,Low Carb / Low Fat
35.0,0,1.52,111.3,48.2,11.0,6.0,Muscle Gain,High Protein
40.0,1,1.68,100.4,35.6,29.0,3.0,Weight Loss,
47.0,1,1.53,69.0,29.5,28.0,,Maintain,Balanced / Plant-Based
46.0,1,1.58,84.2,33.7,24.0,2.0,Muscle Gain,High Protein
45.0,1,1.77,68.0,21.7,16.0,1.0,Weight Loss,Low Carb / Low Fat
30.0,0,1.97,60.4,15.6,20.0,2.0,MUSCLE gain,Balanced / Plant-Based
51.0,1,1.52,78.5,34.0,12.0,3.0,True,Balanced / Plant-Based
22.0,0,1.93,98.1,26.3,11.0,4.0,Weight Loss,Balanced / Plant-Based
30.0,0,1.93,54.0,14.5,25.0,2.0,Weight Loss,Low Carb / Low Fat
26.0,1,1.53,-132.8,28.4,34.0,5.0,Muscle Gain,High Protein
38.0,1,1.88,58.7,16.6,23.0,6.0,Weight Loss,Low Carb / Low Fat
54.0,0,2.0,93.1,23.3,28.0,1.0,Maintain,BALANCED / PLANT / BASED
19.0,1,1.73,112.6,37.6,13.0,5.0,Muscle Gain,Balanced / Plant-Based
35.0,0,1.54,109.4,46.1,26.0,6.0,Muscle Gain,
59.0,1,1.87,52.7,15.1,12.0,5.0,Weight Loss,Balanced / Plant-Based
56.0,0,1.79,93.5,29.2,15.0,2.0,Muscle Gain,Balanced / Plant-Based
,0,1.71,72.2,24.7,17.0,4.0,maintain,Balanced / Plant-Based
51.0,1,1.56,103.9,42.7,23.0,,Muscle Gain,High Protein
32.0,0,1.57,84.7,34.4,30.0,,Maintain,Balanced / Plant-Based
55.0,0,1.71,97.4,33.3,17.0,4.0,Maintain,Balanced / Plant-Based
26.0,0,1.76,74.2,24.0,10.0,5.0,Weight Loss,Low Carb / Low Fat
56.0,1,1.64,118.4,44.0,16.0,4.0,Muscle Gain,High Protein
30.0,0,1.78,99.2,31.3,10.0,6.0,Weight Loss,Low Carb / Low Fat
18.0,0,1.56,111.6,45.9,16.0,3.0,Muscle Gain,High Protein
58.0,1,1.92,51.5,14.0,23.0,6.0,Muscle Gain,Balanced / Plant-Based
39.0,1,1.97,90.0,23.2,24.0,2.0,Maintain,Balanced / Plant-Based
47.0,1,1.87,64.8,18.5,,4.0,Muscle Gain, High Protein 
29.0,1,1.91,107.5,29.5,21.0,5.0,Weight Loss,Low Carb / Low Fat
57.0,1,1.6,89.4,34.9,17.0,,Maintain,Balanced / Plant-Based
50.0,1,1.91,90.4,24.8,13.0,5.0,Muscle Gain,High Protein
48.0,1,1.78,111.5,35.2,29.0,4.0,Weight Loss,Low Carb / Low Fat
48.0,0,1.6,97.4,38.0,22.0,6.0,Maintain,Balanced / Plant-Based
47.0,1,1.63,84.7,31.9,33.0,4.0,Maintain,Balanced / Plant-Based
39.0,0,1.9,73.1,,27.0,4.0,Maintain,Balanced / Plant-Based
59.0,1,1.98,72.0,18.4,25.0,5.0,Muscle Gain,Balanced / Plant-Based
32.0,0,1.68,54,19.4,22.0,2.0,maintain,High Protein
50.0,1,1.78,53.3,16.8,22.0,4.0,Maintain,Balanced / Plant-Based
27.0,1,1.9,76.7,,14.0,4.0,Weight Loss,LOW CARB / LOW FAT
40.0,1,1.57,69.2,28.1,26.0,3.0,Weight Loss,Low Carb / Low Fat
22.0,0,1.91,75.0,20.6,18.0,5.0,Weight Loss,Low Carb / Low Fat
45.0,1,1.89,93.2,30.0,,2.0,Maintain,Balanced / Plant-Based
29.0,0,1.81,78.9,,29.0,4.0,Weight Loss,Low Carb / Low Fat
43.0,0,1.87,108.1,30.9,19.0,4.0,Weight Loss,
43.0,0,1.62,85.0,,29.0,5.0,Maintain,Balanced / Plant-Based
38.0,0,1.71,90.9,31.1,26.0,6.0,Maintain,Balanced / Plant-Based
40.0,0,1.78,57.4,18.1,12.0,2.0,Weight Loss,Low Carb / Low Fat
30.0,0,1.62,51.4,19.6,32.0,4.0,Muscle Gain,High Protein
25.0,1,1.64,71.9,26.7,24.0,5.0,Weight Loss,Balanced / Plant-Based
40.0,0,1.7,65.3,22.6,15.0,4.0,Muscle Gain,High Protein
22.0,0,1.96,56.7,14.8,19.0,4.0,Weight Loss,Low Carb / Low Fat
33.0,0,1.68,53.2,18.8,23.0,1.0,Maintain,Balanced / Plant-Based
31.0,1,1.53,61.2,26.1,34.0,4.0,Maintain,High Protein
27.0,0,1.61,83.6,32.3,33.0,4.0,Maintain,Balanced / Plant-Based
23.0,1,1.91,75.7,20.8,14.0,2.0,Weight Loss,Low Carb / Low Fat
18.0,0,1.61,59.4,,32.0,1.0,Weight Loss,Low Carb / Low Fat
23.0,1,1.72,67.9,23.0,25.0,5.0,Maintain,Balanced / Plant-Based
55.0,0,1.67,110.5,39.6,20.0,5.0,Maintain,
32.0,1,1.54,101.5,24.0,42.8,1.0,Maintain,Balanced / Plant-Based
52.0,1,1.98,111.3,16.0,28.4,6.0,Muscle Gain,High Protein
43.0,1,1.59,70.4,27.8,13.0,2.0,Maintain,Balanced / Plant-Based
58.0,1,1.88,97.4,27.6,30.0,5.0,Muscle Gain,High Protein
25.0,1,1.72,94.7,32.0,31.0,5.0,Muscle Gain,Balanced / Plant-Based
59.0,1,1.9,58.2,16.1,33.0,5.0,Weight Loss,Low Carb / Low Fat
23.0,0,1.73,61.4,20.5,13.0,6.0,Weight Loss,Low Carb / Low Fat
19.0,1,1.7,56.0,19.4,25.0,1.0,Weight Loss,Low Carb / Low Fat
55.0,0,1.55,65.0,27.1,32.0,5.0,Weight Loss,Balanced / Plant-Based
40.0,1,1.98,55.3,14.1,30.0,5.0,Muscle Gain,Balanced / Plant-Based
42.0,1,1.8,,29.3,32.0,3.0,Muscle Gain,High Protein
44.0,1,1.94,63.8,17.0,18.0,6.0,Maintain,Balanced / Plant-Based
58.0,1,1.89,,16.5,24.0,2.0,Maintain,Balanced / Plant-Based
22.0,0,1.57,75.8,30.8,,6.0,Maintain,Balanced / Plant-Based
18.0,1,2.0,76.5,19.1,18.0,5.0,Maintain,Balanced / Plant-Based
28.0,1,1.59,60.5,23.9,12.0,3.0,Weight Loss,Low Carb / Low Fat
49.0,1,1.82,97.2,,26.0,3.0,Weight Loss,Balanced / Plant-Based
